t,x,y,vx,vy,ax,ay,z,vz,az
9.3,0.0131,-0.00212,-0.0602,-0.00419,-2.01,-0.233,0.00187,-0.084,-0.77
9.33,0.00962,-0.0024,-0.106,-0.00818,-0.535,-0.00572,-0.00165,-0.1,0.487
9.37,0.00604,-0.00266,-0.0923,-0.00438,0.549,0.103,-0.0048,-0.0528,2.01
9.4,0.00346,-0.00269,-0.0662,-0.000441,0.469,-0.0635,-0.00517,0.0379,2.19
9.43,0.00163,-0.00269,-0.0594,-0.00787,-0.41,-0.0622,-0.00227,0.0994,0.582
9.47,-0.000497,-0.00322,-0.0923,-0.00799,-1.55,0.0696,0.00146,0.0781,-1.14
9.5,-0.00452,-0.00323,-0.164,4.96e-05,-0.979,0.271,0.00294,0.016,-1.58
9.53,-0.0115,-0.00321,-0.171,0.00797,1.7,0.142,0.00253,-0.0282,-1.05
9.57,-0.0159,-0.0027,-0.0467,0.0121,4.09,-0.107,0.00106,-0.0533,-0.463
9.6,-0.0146,-0.00241,0.111,1.16e-05,3.27,-0.344,-0.00103,-0.0599,0.241
9.63,-0.00851,-0.00269,0.179,-0.0122,0.365,-0.102,-0.00293,-0.0379,1.02
9.67,-0.00261,-0.00322,0.131,-0.00771,-1.63,0.142,-0.00355,0.00937,1.15
9.7,0.000252,-0.00321,0.0613,7.97e-05,-1.51,0.136,-0.00231,0.0433,0.318
9.73,0.00148,-0.00322,0.031,7.44e-05,-0.509,0.0143,-0.000665,0.0309,-0.845
9.77,0.00232,-0.0032,0.0287,0.00106,0.247,0.122,-0.000248,-0.0152,-1.09
9.8,0.00339,-0.00315,0.0471,0.00756,0.794,0.0616,-0.00168,-0.0464,-0.246
9.83,0.00546,-0.0027,0.0825,0.00756,0.842,-0.0538,-0.00334,-0.0313,0.799
9.87,0.00889,-0.00264,0.106,0.00152,-0.206,0.00474,-0.00376,0.00954,1.15
9.9,0.0126,-0.0026,0.0722,0.00772,-1.81,-0.0873,-0.00271,0.0471,0.778
9.93,0.0137,-0.00213,-0.0179,-0.000364,-2.36,-0.155,-0.00062,0.0626,-0.0547
9.97,0.0114,-0.00262,-0.0916,-0.00855,-1.1,-0.0676,0.00147,0.044,-1.07
10.0,0.0076,-0.0027,-0.0926,-0.00114,0.668,0.142,0.00231,-0.00922,-1.54
10.0,0.00519,-0.0027,-0.0425,0.000287,1.44,0.0272,0.000855,-0.0631,-1.22
10.1,0.00477,-0.00268,0.00604,0.000618,1.19,2.07e-05,-0.00189,-0.0901,0.773
10.1,0.00559,-0.00266,0.0362,0.000281,0.868,-0.000542,-0.00515,-0.0218,2.23
10.1,0.00718,-0.00266,0.0624,0.000425,0.61,0.13,-0.00335,0.078,1.8
10.2,0.00975,-0.00263,0.0791,0.00807,-0.285,0.0661,5.19e-05,0.095,-0.151
10.2,0.0125,-0.00212,0.0468,0.00787,-1.5,-0.149,0.00299,0.0658,-1.33
10.2,0.0129,-0.0021,-0.0253,-0.00431,-1.72,-0.219,0.00444,0.00644,-1.88
10.3,0.0108,-0.00241,-0.0726,-0.00732,-0.627,0.00199,0.00342,-0.0623,-1.55
10.3,0.00803,-0.00259,-0.0666,-0.00329,0.524,0.0987,0.000285,-0.1,0.0377
10.3,0.00633,-0.00263,-0.0343,-0.000457,1.0,0.043,-0.00325,-0.0631,1.83
10.4,0.00575,-0.00262,0.000163,-0.000474,1.18,0.0184,-0.00392,0.0283,2.24
10.4,0.00634,-0.00266,0.0431,0.000295,1.17,0.133,-0.00136,0.0918,0.768
10.4,0.00862,-0.0026,0.0812,0.008,0.319,0.0698,0.0022,0.0807,-0.98
10.5,0.0118,-0.00213,0.0681,0.00751,-1.23,-0.0782,0.00402,0.0215,-1.77
10.5,0.0132,-0.0021,-0.00375,4.46e-05,-2.02,-0.201,0.00363,-0.0388,-1.54
10.5,0.0115,-0.00212,-0.0726,-0.00458,-1.22,-0.0937,0.00143,-0.0822,-0.502
10.6,0.00832,-0.00241,-0.0862,-0.00739,0.226,0.000434,-0.00184,-0.0761,1.08
10.6,0.00576,-0.00262,-0.0548,-0.00399,1.21,0.0958,-0.00365,-0.00813,2.05
10.6,0.00467,-0.00267,-0.00489,-0.000666,1.59,0.0748,-0.00239,0.0667,1.24
10.7,0.00544,-0.00266,0.0517,0.000896,1.44,0.146,0.000803,0.0786,-0.578
10.7,0.00811,-0.00261,0.0933,0.00812,0.345,0.0786,0.00285,0.0244,-1.65
10.7,0.0117,-0.00212,0.0783,0.00884,-1.35,-0.0728,0.00243,-0.0361,-1.32
10.8,0.0133,-0.00203,0.000487,0.000876,-2.26,-0.252,0.000445,-0.0645,-0.227
10.8,0.0117,-0.00206,-0.0782,-0.00685,-1.34,-0.115,-0.00187,-0.0518,0.941
10.8,0.00812,-0.00248,-0.0921,-0.00873,0.385,0.0347,-0.00301,-0.00082,1.58
10.9,0.00555,-0.00264,-0.0482,-0.00289,1.46,0.128,-0.00192,0.0569,0.878
10.9,0.0049,-0.00267,0.00748,-0.000265,1.61,0.0839,0.000786,0.0626,-0.712
10.9,0.00605,-0.00266,0.0589,0.00234,1.19,0.139,0.00225,0.00608,-1.66
11.0,0.00883,-0.00252,0.0895,0.0088,0.0393,0.0508,0.00119,-0.0529,-1.02
11.0,0.012,-0.00207,0.0642,0.00756,-1.51,-0.112,-0.00128,-0.0639,0.329
11.0,0.0131,-0.00201,-0.0142,-0.000628,-2.08,-0.259,-0.00307,-0.0286,1.35
11.1,0.0111,-0.00212,-0.0807,-0.00874,-0.996,-0.0774,-0.00319,0.0275,1.42
11.1,0.00773,-0.0026,-0.0819,-0.00799,0.604,0.081,-0.00124,0.0697,0.341
11.1,0.0056,-0.00265,-0.0364,-0.000797,1.51,0.135,0.00146,0.053,-1.16
11.2,0.0053,-0.00265,0.02,0.00024,1.6,0.146,0.0023,-0.0131,-1.68
11.2,0.00693,-0.00263,0.0716,0.00788,0.937,0.0894,0.000562,-0.0652,-0.659
11.2,0.0101,-0.00213,0.0859,0.00913,-0.51,-0.0709,-0.00216,-0.0602,0.838
11.3,0.0127,-0.00202,0.0377,0.000693,-1.88,-0.235,-0.00345,-0.006,1.57
11.3,0.0126,-0.00208,-0.0436,-0.00576,-1.82,-0.119,-0.00256,0.0476,1.07
11.3,0.00975,-0.00241,-0.0889,-0.0083,-0.356,0.0249,-0.00028,0.067,-0.245
11.4,0.00666,-0.00263,-0.0663,-0.00352,1.15,0.118,0.00191,0.0326,-1.48
11.4,0.00533,-0.00264,-0.00876,0.000188,1.71,0.116,0.0019,-0.0358,-1.47
11.4,0.00608,-0.00262,0.0488,0.00348,1.32,0.105,-0.000479,-0.0709,-0.033
11.5,0.00858,-0.00241,0.0814,0.00771,0.156,0.0112,-0.00283,-0.0376,1.34
11.5,0.0115,-0.00211,0.061,0.00485,-1.29,-0.102,-0.00298,0.0237,1.45
11.5,0.0126,-0.00209,-0.00713,-0.000408,-1.86,-0.2,-0.00126,0.0612,0.429
11.6,0.011,-0.00213,-0.0684,-0.00728,-0.911,-0.0703,0.00109,0.0533,-0.886
11.6,0.00809,-0.00257,-0.0702,-0.00746,0.623,0.0812,0.0023,0.000915,-1.66
11.6,0.00635,-0.00263,-0.023,0.000316,1.43,0.158,0.00116,-0.0608,-0.972
11.7,0.00655,-0.00255,0.0275,0.00275,1.24,0.0973,-0.00176,-0.069,0.726
11.7,0.00818,-0.00245,0.0598,0.00619,0.429,0.0136,-0.00345,-0.00935,1.78
11.7,0.0105,-0.00214,0.0579,0.00507,-0.691,-0.0638,-0.00238,0.0558,1.17
11.8,0.012,-0.00211,0.0131,0.000386,-1.43,-0.157,0.000272,0.0709,-0.308
11.8,0.0114,-0.00211,-0.0417,-0.00433,-1.02,-0.0467,0.00235,0.0335,-1.51
11.8,0.00926,-0.0024,-0.058,-0.00444,0.13,0.037,0.00251,-0.0316,-1.66
11.9,0.00755,-0.00241,-0.0309,-0.00013,0.944,0.0737,0.000243,-0.0815,-0.397
11.9,0.0072,-0.00241,0.0074,-3.36e-05,1.02,0.00246,-0.00293,-0.0616,1.41
11.9,0.00804,-0.00241,0.0377,-4.5e-05,0.607,0.00863,-0.00386,0.0176,2.01
12.0,0.00971,-0.00241,0.0491,0.000522,-0.172,0.00935,-0.00176,0.0785,0.794
12.0,0.0113,-0.00238,0.0271,0.000732,-0.981,-0.0155,0.00137,0.0716,-0.954
12.0,0.0115,-0.00236,-0.0186,-0.000507,-1.06,-0.0204,0.00302,0.0117,-1.91
12.1,0.0101,-0.00241,-0.0474,-0.00095,-0.316,0.00207,0.00216,-0.0585,-1.44
12.1,0.00836,-0.00242,-0.039,-0.000115,0.504,0.0138,-0.000878,-0.0886,0.24
12.1,0.00747,-0.00242,-0.0118,2.15e-06,0.91,0.00249,-0.00375,-0.0433,1.89
12.2,0.00757,-0.00242,0.0215,-5.67e-05,0.904,0.0093,-0.00376,0.043,1.87
12.2,0.0089,-0.00242,0.0501,0.000602,0.274,0.0131,-0.000888,0.0876,0.209
12.2,0.0109,-0.00238,0.0426,0.000977,-0.782,-0.0105,0.00208,0.0558,-1.47
12.3,0.0117,-0.00236,-0.00435,-9.65e-05,-1.28,-0.0262,0.00283,-0.0145,-1.88
12.3,0.0106,-0.00239,-0.0467,-0.001,-0.713,-0.0542,0.00111,-0.0727,-0.864
12.3,0.00863,-0.00242,-0.0525,-0.00326,0.308,-0.0223,-0.00201,-0.0754,0.872
12.4,0.00712,-0.00261,-0.025,-0.00343,1.09,0.0342,-0.00392,-0.0127,1.99
12.4,0.00696,-0.00265,0.0212,-0.000221,1.25,0.113,-0.00286,0.0631,1.28
12.4,0.00854,-0.00262,0.0607,0.00375,0.475,0.106,0.000291,0.0777,-0.534
12.5,0.011,-0.0024,0.0556,0.00739,-0.863,-0.000291,0.00232,0.0235,-1.73
12.5,0.0122,-0.00213,0.00107,0.00413,-1.57,-0.165,0.00186,-0.0418,-1.41
12.5,0.0111,-0.00213,-0.0541,-0.00423,-0.964,-0.16,-0.000468,-0.0725,-0.0292
12.6,0.00863,-0.00241,-0.0648,-0.00737,0.361,0.00125,-0.00297,-0.0449,1.4
12.6,0.00676,-0.00262,-0.0288,-0.00357,1.32,0.112,-0.00346,0.0243,1.65
12.6,0.00671,-0.00265,0.0258,0.000454,1.4,0.117,-0.00135,0.0707,0.334
12.7,0.00848,-0.00259,0.0666,0.00398,0.46,0.0962,0.00125,0.0475,-1.24
12.7,0.0112,-0.00239,0.0594,0.00712,-0.958,-0.00898,0.00181,-0.0168,-1.56
12.7,0.0124,-0.00211,0.000295,0.00397,-1.7,-0.195,0.000136,-0.0604,-0.539
12.8,0.0112,-0.00212,-0.0587,-0.00632,-0.971,-0.146,-0.00221,-0.0532,0.877
12.8,0.00853,-0.00254,-0.0667,-0.00761,0.464,0.0442,-0.00341,-0.000643,1.56
12.8,0.00673,-0.00263,-0.0253,-0.00133,1.4,0.138,-0.00225,0.0554,0.82
12.9,0.00684,-0.00262,0.0295,0.00119,1.35,0.139,0.000278,0.0575,-0.749
12.9,0.00869,-0.00255,0.0663,0.0073,0.338,0.0536,0.00158,0.00247,-1.56
12.9,0.0113,-0.00214,0.0546,0.00684,-1.01,-0.071,0.000443,-0.0516,-0.862
13.0,0.0123,-0.00209,-0.00402,0.000416,-1.62,-0.192,-0.00186,-0.0566,0.535
13.0,0.011,-0.00211,-0.0582,-0.00483,-0.833,-0.101,-0.00333,-0.0141,1.46
13.0,0.00845,-0.00241,-0.0616,-0.00765,0.503,0.0176,-0.0028,0.0436,1.11
13.1,0.00688,-0.00262,-0.0216,-0.00306,1.35,0.125,-0.000418,0.0645,-0.314
13.1,0.00701,-0.00262,0.0298,0.0012,1.26,0.172,0.0015,0.0218,-1.51
13.1,0.00887,-0.00254,0.0646,0.00756,0.283,0.0554,0.00104,-0.0414,-1.23
13.2,0.0113,-0.00211,0.0507,0.00704,-1.03,-0.0856,-0.00126,-0.0635,0.16
13.2,0.0122,-0.00207,-0.00689,-0.000298,-1.57,-0.233,-0.0032,-0.0294,1.34
13.2,0.0109,-0.00213,-0.0581,-0.00733,-0.751,-0.0786,-0.00322,0.0293,1.36
13.3,0.00837,-0.00256,-0.0589,-0.0076,0.562,0.0681,-0.00124,0.0649,0.156
13.3,0.00693,-0.00264,-0.0175,-0.000778,1.37,0.176,0.00111,0.0412,-1.27
13.3,0.00721,-0.00261,0.0338,0.00351,1.19,0.12,0.0015,-0.0241,-1.51
13.4,0.00918,-0.00241,0.0645,0.0075,0.123,0.0075,-0.000502,-0.0648,-0.3
13.4,0.0115,-0.00211,0.0436,0.00463,-1.15,-0.161,-0.00282,-0.044,1.11
13.4,0.0121,-0.0021,-0.0158,-0.00401,-1.49,-0.167,-0.00343,0.0127,1.49
13.5,0.0105,-0.00238,-0.06,-0.00732,-0.545,-0.0107,-0.00197,0.0585,0.554
13.5,0.00809,-0.00259,-0.0531,-0.00409,0.724,0.113,0.000467,0.0523,-0.893
13.5,0.00692,-0.00265,-0.00881,0.000327,1.4,0.118,0.00152,-0.00401,-1.57
13.6,0.0075,-0.00256,0.0414,0.00392,1.02,0.101,0.0002,-0.0572,-0.715
13.6,0.00968,-0.00239,0.0626,0.00687,-0.134,-0.0138,-0.00229,-0.0545,0.802
13.6,0.0117,-0.00211,0.0322,0.00392,-1.28,-0.156,-0.00344,-0.000316,1.53
13.7,0.0118,-0.00213,-0.0259,-0.00452,-1.33,-0.16,-0.00232,0.0514,0.846
13.7,0.00994,-0.00241,-0.0607,-0.00732,-0.244,0.0221,-7.19e-06,0.0579,-0.59
13.7,0.00779,-0.00262,-0.0422,-0.0027,0.956,0.146,0.00155,0.0113,-1.54
13.8,0.00713,-0.00259,0.00636,0.00298,1.3,0.143,0.000748,-0.0498,-1.05
13.8,0.00821,-0.00242,0.0468,0.0067,0.652,0.0109,-0.00178,-0.0627,0.5
13.8,0.0102,-0.00214,0.0516,0.00441,-0.45,-0.0794,-0.00343,-0.0141,1.55
13.9,0.0116,-0.00212,0.0157,0.000132,-1.22,-0.146,-0.00272,0.0453,1.11
13.9,0.0113,-0.00213,-0.0329,-0.0043,-0.963,-0.0767,-0.000413,0.0626,-0.277
13.9,0.00945,-0.00241,-0.0516,-0.00636,0.105,0.0201,0.00146,0.0258,-1.46
14.0,0.00785,-0.00256,-0.025,-0.00214,0.963,0.127,0.00131,-0.0375,-1.35
14.0,0.00779,-0.00255,0.0161,0.00219,0.967,0.0674,-0.00104,-0.0696,0.0689
14.0,0.00892,-0.00241,0.0404,0.00284,0.294,-0.0195,-0.00333,-0.033,1.48
14.1,0.0105,-0.00236,0.0364,0.000325,-0.549,-0.0486,-0.00324,0.0346,1.47
14.1,0.0113,-0.00239,0.00324,-0.00053,-0.983,-0.0612,-0.00103,0.0687,0.113
14.1,0.0107,-0.0024,-0.0324,-0.00314,-0.575,-0.00906,0.00134,0.0423,-1.32
14.2,0.00919,-0.0026,-0.0367,-0.00247,0.278,0.0423,0.00179,-0.0224,-1.63
14.2,0.00825,-0.00256,-0.0119,0.00107,0.739,0.0794,-0.000159,-0.0708,-0.432
14.2,0.0084,-0.00253,0.0146,0.00219,0.624,0.000318,-0.00293,-0.0538,1.23
14.3,0.00922,-0.00242,0.0296,0.00162,0.146,-0.0222,-0.00374,0.0156,1.77
14.3,0.0104,-0.00242,0.0255,7.54e-05,-0.436,-0.0303,-0.00189,0.0696,0.646
14.3,0.0109,-0.00241,-0.000306,-0.000105,-0.733,-0.00296,0.000893,0.0602,-1.01
14.4,0.0103,-0.00243,-0.0257,-0.000228,-0.382,-0.000968,0.00213,-0.000839,-1.79
14.4,0.00921,-0.00243,-0.0269,-9.24e-05,0.215,0.00352,0.000837,-0.0633,-0.988
14.4,0.00856,-0.00243,-0.00952,-2.4e-05,0.559,0.000719,-0.00209,-0.0707,0.749
14.5,0.00857,-0.00243,0.0107,-1.48e-05,0.531,0.0075,-0.00388,-0.011,1.86
14.5,0.00927,-0.00243,0.0266,0.000382,0.177,0.00681,-0.00282,0.0593,1.18
14.5,0.0103,-0.0024,0.0239,0.000612,-0.388,-0.000523,7.16e-05,0.0718,-0.533
14.6,0.0109,-0.00239,-0.000215,0.000237,-0.695,-0.0113,0.00196,0.0206,-1.72
14.6,0.0103,-0.00239,-0.0245,-0.00012,-0.411,-0.0101,0.00145,-0.0469,-1.38
14.6,0.00923,-0.0024,-0.0285,-0.000459,0.152,-0.00465,-0.00116,-0.0753,0.186
14.7,0.00843,-0.00242,-0.0133,-0.000455,0.62,0.00604,-0.00358,-0.0345,1.64
14.7,0.00834,-0.00243,0.0129,-4.06e-05,0.675,0.0166,-0.00346,0.0394,1.55
14.7,0.00929,-0.00242,0.0339,0.000653,0.19,0.0102,-0.000949,0.0742,0.0136
14.8,0.0106,-0.00239,0.0267,0.000759,-0.55,-0.0104,0.00148,0.0396,-1.46
14.8,0.0111,-0.00237,-0.00441,-0.000106,-0.851,-0.0194,0.00169,-0.0278,-1.6
14.8,0.0103,-0.00239,-0.0322,-0.000653,-0.428,-0.051,-0.000369,-0.0705,-0.31
14.9,0.00892,-0.00241,-0.0341,-0.00308,0.331,-0.0171,-0.00301,-0.0502,1.27
14.9,0.00804,-0.0026,-0.00917,-0.00287,0.879,0.0389,-0.00372,0.0181,1.69
14.9,0.00831,-0.00261,0.0259,0.000516,0.728,0.0942,-0.0018,0.0681,0.485
15.0,0.00976,-0.00256,0.0421,0.00299,-0.0704,0.0234,0.000822,0.0517,-1.14
15.0,0.0111,-0.00241,0.0211,0.00275,-0.893,-0.0312,0.00164,-0.0118,-1.62
15.0,0.0112,-0.00238,-0.0198,0.000185,-0.924,-0.0568,3.71e-05,-0.0613,-0.635
15.1,0.0098,-0.00239,-0.0434,-0.000853,-0.168,-0.0571,-0.00244,-0.0553,0.9
15.1,0.00827,-0.00244,-0.0308,-0.00337,0.716,-0.00675,-0.00365,0.000703,1.62
15.1,0.00775,-0.00262,0.0059,-0.00228,1.03,0.0846,-0.00239,0.0577,0.8
15.2,0.00866,-0.00259,0.0399,0.00314,0.512,0.0796,0.000197,0.0574,-0.792
15.2,0.0104,-0.00241,0.0419,0.00349,-0.489,-0.0239,0.00143,0.000186,-1.54
15.2,0.0115,-0.00236,0.00616,0.000793,-1.11,-0.0727,0.00021,-0.0519,-0.787
15.3,0.0108,-0.00236,-0.0357,-0.00114,-0.75,-0.0784,-0.00211,-0.0551,0.638
15.3,0.00908,-0.00243,-0.0458,-0.00435,0.268,-0.0115,-0.00347,-0.00775,1.5
15.3,0.00776,-0.00265,-0.0169,-0.00285,1.02,0.0757,-0.00263,0.0487,0.929
15.4,0.00795,-0.00262,0.0251,0.00185,0.938,0.106,-0.000222,0.0582,-0.549
15.4,0.00944,-0.00252,0.0475,0.00389,0.0676,0.00683,0.00125,0.00962,-1.49
15.4,0.0111,-0.00236,0.0305,0.0027,-0.895,-0.0578,0.000419,-0.0461,-0.938
15.5,0.0115,-0.00234,-0.0146,-0.000528,-1.11,-0.106,-0.00182,-0.0556,0.452
15.5,0.0101,-0.0024,-0.047,-0.00403,-0.317,-0.0347,-0.00329,-0.0139,1.39
15.5,0.00834,-0.00261,-0.0367,-0.00373,0.704,0.0442,-0.00275,0.0405,1.01
15.6,0.0077,-0.00265,0.0028,-0.000121,1.1,0.115,-0.000587,0.0574,-0.349
15.6,0.00853,-0.00262,0.0385,0.00347,0.597,0.104,0.00108,0.0165,-1.4
15.6,0.0103,-0.00242,0.0445,0.00726,-0.396,0.0013,0.00051,-0.0409,-1.05
15.7,0.0115,-0.00214,0.0116,0.00412,-1.09,-0.16,-0.00165,-0.0567,0.307
15.7,0.011,-0.00214,-0.0319,-0.00421,-0.814,-0.156,-0.00327,-0.0189,1.34
15.7,0.00937,-0.00242,-0.045,-0.00702,0.147,0.017,-0.00291,0.0363,1.12
15.8,0.00804,-0.00261,-0.0207,-0.0026,0.921,0.141,-0.000851,0.0591,-0.196
15.8,0.00799,-0.00259,0.0183,0.00282,0.936,0.0843,0.00102,0.0234,-1.36
15.8,0.00926,-0.00242,0.0438,0.00344,0.206,0.039,0.00071,-0.0365,-1.17
15.9,0.0109,-0.00236,0.0332,0.00428,-0.756,-0.0884,-0.00141,-0.0581,0.147
15.9,0.0115,-0.00213,-0.00847,-0.000478,-1.08,-0.13,-0.00316,-0.0252,1.28
15.9,0.0103,-0.00239,-0.0422,-0.0069,-0.42,-0.0484,-0.00309,0.0303,1.2
16.0,0.00865,-0.00259,-0.0372,-0.00289,0.552,0.0959,-0.00115,0.0589,-0.0116
16.0,0.00786,-0.00258,-0.00326,0.00029,1.03,0.0982,0.000834,0.0299,-1.26
16.0,0.00844,-0.00258,0.0329,0.00283,0.659,0.0873,0.000845,-0.0295,-1.27
16.1,0.0101,-0.0024,0.0431,0.00666,-0.263,0.00803,-0.00113,-0.0594,-0.0248
16.1,0.0113,-0.00213,0.0148,0.00394,-0.997,-0.152,-0.00312,-0.031,1.21
16.1,0.011,-0.00213,-0.0265,-0.0042,-0.834,-0.146,-0.0032,0.0256,1.29
16.2,0.00954,-0.00241,-0.0431,-0.00665,0.0601,0.00836,-0.00141,0.0581,0.143
16.2,0.00817,-0.00258,-0.022,-0.00287,0.853,0.141,0.000673,0.0361,-1.16
16.2,0.00807,-0.0026,0.0162,0.00262,0.918,0.0844,0.000999,-0.023,-1.35
16.3,0.00925,-0.0024,0.041,0.00376,0.197,-0.0133,-0.000859,-0.0591,-0.192
16.3,0.0108,-0.00235,0.0306,0.000708,-0.683,-0.073,-0.00294,-0.0358,1.13
16.3,0.0113,-0.00236,-0.0069,-0.000895,-0.984,-0.0259,-0.00325,0.02,1.33
16.4,0.0103,-0.00241,-0.0375,-0.00121,-0.386,-0.0433,-0.00161,0.0563,0.285
16.4,0.00879,-0.00244,-0.034,-0.00317,0.511,0.0452,0.000504,0.0401,-1.05
16.4,0.00808,-0.00262,-0.00132,0.000192,0.932,0.069,0.00107,-0.0167,-1.4
16.5,0.0087,-0.00242,0.0303,0.00376,0.534,0.0277,-0.000607,-0.0582,-0.347
16.5,0.0101,-0.00237,0.0357,0.000679,-0.296,-0.0648,-0.00281,-0.0408,1.04
16.5,0.0111,-0.00238,0.00993,-0.000427,-0.856,-0.0649,-0.00333,0.0149,1.38
16.6,0.0108,-0.0024,-0.024,-0.00325,-0.645,-0.0244,-0.00182,0.0551,0.42
16.6,0.00948,-0.00259,-0.0349,-0.00312,0.135,0.0482,0.000343,0.0442,-0.938
16.6,0.00844,-0.00261,-0.0144,0.000898,0.741,0.0971,0.00113,-0.00994,-1.45
16.7,0.00853,-0.00253,0.0168,0.00322,0.667,0.0154,-0.00032,-0.057,-0.538
16.7,0.00956,-0.00239,0.0316,0.00228,0.0465,-0.0388,-0.00267,-0.048,0.936
16.7,0.0106,-0.00238,0.0199,1.68e-06,-0.586,-0.0473,-0.00352,0.00879,1.49
16.8,0.0109,-0.00239,-0.00879,-0.000658,-0.68,-0.00401,-0.00208,0.0559,0.603
16.8,0.01,-0.00243,-0.0279,-0.000381,-0.185,0.00925,0.000206,0.0504,-0.845
16.8,0.00902,-0.00242,-0.021,0.000169,0.449,0.00757,0.00127,-0.00253,-1.52
16.9,0.00865,-0.00242,0.00313,4.84e-05,0.593,0.00337,3.77e-05,-0.0555,-0.725
16.9,0.00923,-0.00242,0.0207,0.000318,0.269,-0.00349,-0.00242,-0.054,0.798
16.9,0.01,-0.00239,0.0204,2.71e-05,-0.245,-0.00691,-0.00356,0.000981,1.56
17.0,0.0106,-0.00242,0.00469,-0.000413,-0.527,-0.00563,-0.00236,0.0543,0.781
17.0,0.0103,-0.00242,-0.0164,-0.000194,-0.369,0.00529,5.57e-05,0.0556,-0.726
17.0,0.0095,-0.00243,-0.0213,-0.000103,0.144,0.00533,0.00135,0.00349,-1.56
17.1,0.00892,-0.00243,-0.00598,0.000161,0.434,0.0057,0.000289,-0.0531,-0.897
17.1,0.0091,-0.00242,0.00967,0.000318,0.314,-0.00179,-0.00219,-0.0595,0.653
17.1,0.00957,-0.00241,0.0145,4.66e-05,0.0222,-0.00576,-0.00368,-0.00753,1.59
17.2,0.0101,-0.00241,0.0112,-0.000144,-0.243,-0.00142,-0.00269,0.0516,0.962
17.2,0.0103,-0.00242,-0.00157,-5.19e-06,-0.335,0.00193,-0.000239,0.0596,-0.542
17.2,0.00996,-0.00241,-0.0128,7.14e-06,-0.148,0.00341,0.00128,0.013,-1.54
17.3,0.00946,-0.00242,-0.0113,0.000162,0.133,0.000852,0.000624,-0.0465,-1.07
17.3,0.00921,-0.0024,-0.0032,0.000166,0.264,-0.00303,-0.00182,-0.0626,0.421
17.3,0.00925,-0.00241,0.00631,-0.000122,0.215,-0.00424,-0.00355,-0.0166,1.54
17.4,0.00963,-0.00241,0.0119,-0.000118,0.043,0.000229,-0.00293,0.045,1.14
17.4,0.01,-0.00241,0.00907,-6.97e-05,-0.192,0.000867,-0.000551,0.0628,-0.329
17.4,0.0102,-0.00242,-0.000962,-8.27e-05,-0.276,0.00241,0.00126,0.0216,-1.48
17.5,0.00998,-0.00242,-0.0104,7.97e-05,-0.154,0.00204,0.000886,-0.0401,-1.24
17.5,0.00954,-0.00241,-0.0113,0.000109,0.0815,-0.00341,-0.00142,-0.065,0.202
17.5,0.00922,-0.00241,-0.00473,-0.000177,0.265,-0.00274,-0.00345,-0.0263,1.46
17.6,0.00922,-0.00242,0.00654,-0.000136,0.29,0.00369,-0.00317,0.0375,1.29
17.6,0.00966,-0.00242,0.0154,0.000144,0.0513,0.00994,-0.000946,0.0633,-0.124
17.6,0.0103,-0.00241,0.0107,0.000478,-0.274,0.00407,0.00105,0.0287,-1.37
17.7,0.0104,-0.00239,-0.00408,0.000514,-0.384,-0.00727,0.000964,-0.0321,-1.33
17.7,0.00998,-0.00238,-0.0156,-6.14e-05,-0.166,-0.0164,-0.00109,-0.0634,-0.00426
17.7,0.00934,-0.00239,-0.0156,-0.000616,0.203,-0.00353,-0.00326,-0.0333,1.34
17.8,0.00894,-0.00242,-0.00186,-0.000372,0.447,0.00724,-0.00331,0.0306,1.38
17.8,0.00921,-0.00242,0.0155,3.3e-05,0.311,0.017,-0.00122,0.0631,0.0542
17.8,0.00997,-0.00242,0.0199,0.000596,-0.153,0.00574,0.000899,0.034,-1.28
17.9,0.0105,-0.00238,0.00515,0.000673,-0.488,-0.00905,0.00104,-0.0266,-1.37
17.9,0.0103,-0.00237,-0.0145,-0.000199,-0.408,-0.0228,-0.000876,-0.0614,-0.136
17.9,0.00957,-0.00239,-0.0225,-0.000825,0.0565,-0.00533,-0.00305,-0.0365,1.22
18.0,0.00881,-0.00243,-0.0114,-0.000653,0.496,0.0138,-0.00331,0.024,1.38
18.0,0.00881,-0.00243,0.0121,0.000211,0.512,0.028,-0.00145,0.06,0.186
18.0,0.00962,-0.00241,0.0245,0.00118,0.0596,0.00794,0.000693,0.037,-1.16
0.0667,-0.00516,-0.000788,0.092,-0.0451,1.56,-0.209,3.61,-19.1,-358.0
0.1,-0.00047,-0.00278,0.145,-0.0395,1.2,0.452,2.62,-29.7,-183.0
0.133,0.0045,-0.00342,0.164,-0.00861,0.641,0.925,1.63,-29.7,0.0
0.167,0.0105,-0.00336,0.19,0.0197,0.000336,0.498,0.635,-29.7,0.0
0.2,0.0171,-0.00211,0.169,0.0293,-1.28,0.0807,-0.357,-29.7,0.0
0.233,0.0218,-0.00141,0.0995,0.0203,-2.32,-0.338,-1.35,-29.7,180.0
0.267,0.0238,-0.000756,0.0145,0.00915,-2.58,-0.438,-2.34,-19.2,346.0
0.3,0.0227,-0.000797,-0.074,-0.0104,-2.52,-0.574,-2.63,-4.31,411.0
0.333,0.0188,-0.00145,-0.154,-0.0289,-1.79,-0.211,-2.63,6.97,356.0
0.367,0.0125,-0.00272,-0.197,-0.0273,-0.556,0.731,-2.17,19.9,378.0
