t,x,y,vx,vy,ax,ay,z,vz,az
9.83,-0.0131,-0.00329,0.0772,-0.0093,0.657,-0.0786,-0.00434,-0.166,0.355
9.87,-0.0099,-0.00393,0.0625,-0.00936,-1.14,0.0725,-0.00963,-0.0824,3.58
9.9,-0.0089,-0.00391,-0.00529,-8.55e-05,-1.76,0.155,-0.00984,0.0812,3.55
9.93,-0.0103,-0.00394,-0.0575,-0.000676,-0.75,0.167,-0.00422,0.169,0.52
9.97,-0.0127,-0.00396,-0.0575,0.00972,0.75,0.102,0.0014,0.112,-2.56
10.0,-0.0141,-0.00329,-0.00529,0.0104,1.57,-0.248,0.00322,-0.00928,-3.85
10.0,-0.0131,-0.00326,0.0518,-0.00952,0.885,-0.26,0.000785,-0.145,-2.07
10.1,-0.0106,-0.00392,0.0572,-0.00992,-0.821,0.0747,-0.00644,-0.166,1.53
10.1,-0.00927,-0.00392,-0.00427,-0.0002,-1.61,0.151,-0.0103,-0.0301,4.29
10.1,-0.0109,-0.00394,-0.0592,-0.0012,-0.628,-0.0031,-0.00845,0.127,2.79
10.2,-0.0132,-0.004,-0.0458,-0.000783,1.13,0.555,-0.00183,0.168,-0.728
10.2,-0.014,-0.00399,0.0183,0.0318,1.57,-0.232,0.00277,0.0692,-3.42
10.2,-0.012,-0.00189,0.0662,0.00133,0.683,-0.616,0.00278,-0.0656,-3.34
10.3,-0.00956,-0.0039,0.0616,-0.035,-1.22,-0.329,-0.00161,-0.159,-0.592
10.3,-0.00789,-0.00422,-0.0107,-0.00515,-2.27,0.618,-0.00779,-0.114,2.87
10.3,-0.0103,-0.00424,-0.101,0.00323,-1.06,0.12,-0.00918,0.0447,3.69
10.4,-0.0147,-0.00401,-0.0877,0.0038,1.86,-0.00912,-0.00481,0.145,1.06
10.4,-0.0161,-0.00399,0.0287,0.00102,2.94,-0.0487,0.00048,0.114,-2.04
10.4,-0.0127,-0.00394,0.12,0.00124,1.26,-0.00154,0.00276,0.00341,-3.1
10.5,-0.00811,-0.00391,0.111,0.000759,-1.54,-0.107,0.000707,-0.0996,-1.74
10.5,-0.00532,-0.00389,0.0164,-0.00505,-3.31,0.0102,-0.00388,-0.117,1.17
10.5,-0.00702,-0.00425,-0.115,-0.00148,-2.45,0.149,-0.0071,-0.021,2.84
10.6,-0.013,-0.00399,-0.159,0.00827,1.08,0.101,-0.00528,0.0866,1.63
10.6,-0.0176,-0.00369,-0.0419,0.00468,3.98,-0.169,-0.00133,0.0901,-1.19
10.6,-0.0158,-0.00367,0.121,-0.00361,2.94,-0.182,0.000733,0.0031,-2.41
10.7,-0.00951,-0.00393,0.163,-0.00805,-0.62,-0.00603,-0.00112,-0.0797,-1.27
10.7,-0.00491,-0.00421,0.0726,-0.00408,-3.42,0.0895,-0.00458,-0.0828,1.31
10.7,-0.00468,-0.00421,-0.069,-0.00072,-3.6,0.127,-0.00665,0.00692,2.42
10.8,-0.00951,-0.00426,-0.176,0.00292,-0.734,0.13,-0.00412,0.0928,0.981
10.8,-0.0164,-0.00401,-0.127,0.00909,3.04,-0.0563,-0.000461,0.0726,-1.74
10.8,-0.018,-0.00365,0.0415,0.000475,4.12,-0.22,0.000721,-0.0272,-2.42
10.9,-0.0136,-0.00398,0.158,-0.00886,1.17,-0.0753,-0.00228,-0.1,-0.681
10.9,-0.00747,-0.00424,0.123,-0.00344,-2.37,0.122,-0.00595,-0.0721,1.98
10.9,-0.00542,-0.00421,-0.0114,0.000495,-3.7,0.0609,-0.00708,0.0346,2.59
11.0,-0.00822,-0.00421,-0.129,-0.000156,-1.66,0.218,-0.00365,0.114,0.615
11.0,-0.014,-0.00422,-0.131,0.0132,1.66,0.035,0.000486,0.0757,-2.12
11.0,-0.017,-0.00333,-0.0106,0.00861,3.48,-0.226,0.0014,-0.0344,-2.77
11.1,-0.0147,-0.00365,0.111,-0.009,1.78,-0.303,-0.00181,-0.117,-0.592
11.1,-0.00958,-0.00393,0.116,-0.00886,-1.34,0.0731,-0.00639,-0.0792,2.22
11.1,-0.00704,-0.00424,0.0127,-0.00487,-2.98,0.18,-0.00709,0.0417,2.89
11.2,-0.00873,-0.00426,-0.0899,0.00374,-1.72,0.289,-0.0036,0.121,0.565
11.2,-0.013,-0.00399,-0.107,0.0142,0.918,0.0581,0.000949,0.0827,-2.25
11.2,-0.0159,-0.00331,-0.0255,0.0102,2.62,-0.398,0.00191,-0.0377,-2.98
11.3,-0.0147,-0.00331,0.0755,-0.0141,1.71,-0.291,-0.00156,-0.124,-0.67
11.3,-0.0108,-0.00425,0.0946,-0.0139,-0.749,0.119,-0.00639,-0.0869,2.35
11.3,-0.00842,-0.00424,0.0209,5.3e-05,-2.28,0.312,-0.00736,0.0414,3.13
11.4,-0.00945,-0.00425,-0.0645,0.00406,-1.53,0.121,-0.00363,0.131,0.662
11.4,-0.0127,-0.00397,-0.0851,0.00933,0.628,0.0963,0.00138,0.0896,-2.42
11.4,-0.0151,-0.00363,-0.0215,0.0101,2.09,-0.312,0.00235,-0.0406,-3.11
11.5,-0.0141,-0.00329,0.0621,-0.00891,1.38,-0.261,-0.00133,-0.128,-0.705
11.5,-0.011,-0.00422,0.0753,-0.0146,-0.705,0.0401,-0.00638,-0.0908,2.39
11.5,-0.00913,-0.00426,0.0112,6.44e-05,-1.91,0.25,-0.00753,0.0415,3.21
11.6,-0.0102,-0.00422,-0.0583,0.000693,-1.06,0.242,-0.00361,0.137,0.708
11.6,-0.013,-0.00422,-0.0634,0.0138,0.746,0.108,0.00161,0.0926,-2.56
11.6,-0.0145,-0.0033,-0.00484,0.0139,1.74,-0.286,0.00256,-0.0442,-3.27
11.7,-0.0133,-0.00329,0.0574,-0.00973,0.838,-0.318,-0.00134,-0.135,-0.636
11.7,-0.0106,-0.00395,0.0559,-0.0096,-0.928,0.0146,-0.00642,-0.0902,2.59
11.7,-0.00962,-0.00393,-0.00928,-0.00383,-1.59,0.191,-0.00735,0.0477,3.28
11.8,-0.0113,-0.0042,-0.057,-0.000598,-0.422,0.234,-0.00324,0.139,0.594
11.8,-0.0134,-0.00397,-0.0378,0.0136,1.1,0.0468,0.0019,0.0901,-2.67
11.8,-0.0138,-0.0033,0.0207,0.00544,1.38,-0.271,0.00277,-0.0488,-3.32
11.9,-0.012,-0.00361,0.0584,-0.00961,0.0552,-0.177,-0.00135,-0.141,-0.544
11.9,-0.00989,-0.00394,0.027,-0.00503,-1.37,0.111,-0.00663,-0.0892,2.83
11.9,-0.0102,-0.00394,-0.0404,-0.000683,-1.22,0.0891,-0.0073,0.0588,3.27
12.0,-0.0126,-0.00398,-0.0593,-9.14e-05,0.499,0.0908,-0.00271,0.141,0.313
12.0,-0.0142,-0.00395,-0.00585,0.00517,1.61,-0.0338,0.0021,0.0787,-2.86
12.0,-0.013,-0.00364,0.0557,8.64e-06,0.987,-0.0842,0.00254,-0.0585,-3.04
12.1,-0.0105,-0.00395,0.0612,-0.0044,-0.958,-0.119,-0.0018,-0.134,-0.141
12.1,-0.00889,-0.00393,-0.00687,-0.00448,-1.92,0.0998,-0.00641,-0.0688,2.84
12.1,-0.0109,-0.00425,-0.0782,-0.00107,-0.66,0.157,-0.00638,0.0664,2.8
12.2,-0.0141,-0.004,-0.0537,0.00887,1.61,0.0287,-0.00199,0.127,-0.171
12.2,-0.0145,-0.00366,0.0363,0.00137,2.05,-0.14,0.00211,0.0541,-2.84
12.2,-0.0117,-0.00391,0.0901,-0.00383,0.178,-0.141,0.00162,-0.0724,-2.49
12.3,-0.00851,-0.00391,0.0492,-0.00495,-2.12,0.0365,-0.00271,-0.12,0.504
12.3,-0.00841,-0.00424,-0.0567,-0.00418,-2.26,0.102,-0.00637,-0.0379,2.85
12.3,-0.0123,-0.00419,-0.112,0.00387,0.307,0.101,-0.00524,0.0823,2.01
12.4,-0.0159,-0.00398,-0.0366,0.00288,2.79,-0.0309,-0.000886,0.103,-0.952
12.4,-0.0147,-0.004,0.086,0.000407,2.16,-0.12,0.00165,0.0131,-2.71
12.4,-0.0102,-0.00396,0.115,-0.0037,-0.849,-0.0441,-1.03e-05,-0.086,-1.39
12.5,-0.00705,-0.00424,0.0255,-0.00464,-3.12,0.0896,-0.00409,-0.0858,1.34
12.5,-0.00846,-0.00427,-0.101,0.00353,-2.13,0.12,-0.00573,0.0103,2.44
12.5,-0.0138,-0.00401,-0.128,0.00442,1.36,-0.0207,-0.0034,0.0865,0.682
12.6,-0.017,-0.00397,-0.00564,0.00068,3.52,-0.139,3.13e-05,0.0583,-1.7
12.6,-0.0141,-0.00396,0.123,-0.00391,1.77,-0.0468,0.000489,-0.035,-2.0
12.6,-0.00878,-0.00423,0.116,-0.00412,-1.89,0.021,-0.0023,-0.0828,0.0651
12.7,-0.00638,-0.00424,-0.00985,-0.000718,-3.56,0.146,-0.00503,-0.0307,1.94
12.7,-0.00943,-0.00428,-0.132,0.00415,-1.41,0.122,-0.00435,0.056,1.46
12.7,-0.0152,-0.00396,-0.113,0.00914,2.33,-0.0704,-0.0013,0.0724,-0.817
12.8,-0.0169,-0.00367,0.0338,-0.000178,3.57,-0.227,0.000481,-0.00118,-2.07
12.8,-0.0129,-0.00397,0.138,-0.00851,0.794,-0.0696,-0.00138,-0.0754,-0.766
12.8,-0.00775,-0.00424,0.089,-0.00397,-2.67,0.105,-0.00455,-0.0557,1.53
12.9,-0.00701,-0.00424,-0.051,-0.00038,-3.23,0.134,-0.00509,0.0335,1.95
12.9,-0.0111,-0.00426,-0.136,0.00365,-0.251,0.125,-0.00231,0.0829,0.0186
12.9,-0.0161,-0.00399,-0.0716,0.00915,2.91,-0.124,0.000439,0.0344,-2.06
13.0,-0.0159,-0.00365,0.0721,-0.00306,2.83,-0.195,-2.02e-05,-0.061,-1.7
13.0,-0.0113,-0.0042,0.127,-0.00884,-0.407,-0.0259,-0.00363,-0.0882,0.754
13.0,-0.00744,-0.00424,0.0423,-0.000826,-3.0,0.162,-0.0059,-0.00702,2.4
13.1,-0.00845,-0.00425,-0.0843,0.000863,-2.24,0.0715,-0.0041,0.0823,1.12
13.1,-0.0131,-0.00419,-0.115,0.00392,0.909,0.0236,-0.000415,0.0723,-1.45
13.1,-0.0161,-0.00399,-0.0197,0.00319,2.95,-0.112,0.00072,-0.0215,-2.37
13.2,-0.0144,-0.00397,0.0932,-0.00395,1.61,-0.0901,-0.00185,-0.0935,-0.488
13.2,-0.00991,-0.00425,0.0943,-0.00431,-1.41,0.0247,-0.00551,-0.0582,2.05
13.2,-0.00808,-0.00426,-0.00873,-0.000438,-2.71,0.146,-0.00572,0.0519,2.22
13.3,-0.0105,-0.00428,-0.0957,0.0041,-0.928,0.048,-0.00205,0.1,-0.257
13.3,-0.0145,-0.00399,-0.0746,0.00476,1.75,-0.0368,0.000974,0.0321,-2.52
13.3,-0.0155,-0.00397,0.0288,-0.000114,2.39,-0.152,8.53e-05,-0.076,-1.8
13.4,-0.0125,-0.004,0.0944,-0.00447,0.301,-0.0336,-0.00409,-0.0975,1.0
13.4,-0.00917,-0.00427,0.0497,-0.00389,-2.0,0.0496,-0.00641,-0.00366,2.75
13.4,-0.00923,-0.00425,-0.0478,0.000529,-1.94,0.129,-0.00434,0.0959,1.2
13.5,-0.0124,-0.00423,-0.0866,0.00375,0.324,0.116,-1.63e-05,0.0832,-1.72
13.5,-0.015,-0.004,-0.0252,0.0088,2.08,-0.143,0.00121,-0.0273,-2.72
13.5,-0.014,-0.00364,0.0616,-0.00357,1.39,-0.176,-0.00184,-0.107,-0.503
13.6,-0.0109,-0.00424,0.0722,-0.00866,-0.854,-0.0245,-0.00595,-0.0646,2.34
13.6,-0.00923,-0.00422,0.000647,-0.000344,-1.98,0.216,-0.00615,0.0585,2.49
13.6,-0.0108,-0.00427,-0.0679,0.00344,-0.774,0.213,-0.00205,0.113,-0.281
13.7,-0.0138,-0.00399,-0.0541,0.0144,1.23,-0.101,0.00138,0.0371,-2.79
13.7,-0.0145,-0.0033,0.0206,0.000685,1.75,-0.322,0.000426,-0.0827,-1.99
13.7,-0.0124,-0.00395,0.0687,-0.0143,0.155,-0.135,-0.00414,-0.106,1.1
13.8,-0.00987,-0.00426,0.0329,-0.00472,-1.52,0.201,-0.00665,-0.00298,2.96
13.8,-0.0102,-0.00426,-0.041,-0.000267,-1.35,0.152,-0.00434,0.103,1.25
13.8,-0.0126,-0.00428,-0.0619,0.00406,0.439,0.0444,0.000209,0.0868,-1.86
13.9,-0.0143,-0.00399,-0.01,0.00459,1.6,-0.106,0.00145,-0.0305,-2.86
13.9,-0.0133,-0.00397,0.0519,-0.00413,0.797,-0.116,-0.00183,-0.114,-0.46
13.9,-0.0109,-0.00427,0.0469,-0.00455,-0.939,0.0374,-0.00614,-0.0652,2.51
14.0,-0.0102,-0.00427,-0.0158,0.000203,-1.47,0.0899,-0.00617,0.0645,2.51
14.0,-0.0119,-0.00425,-0.0573,0.000922,-0.148,0.0647,-0.00184,0.114,-0.471
0.0667,0.0434,0.00494,-0.107,-0.0292,-2.46,-0.82,0.0193,-0.18,-1.6
0.1,0.0382,0.00339,-0.201,-0.0619,-2.88,-0.623,0.0122,-0.198,-1.2
0.133,0.03,0.000815,-0.297,-0.0732,-2.85,-0.0734,0.00603,-0.243,-0.569
0.167,0.0184,-0.00149,-0.393,-0.0641,-2.59,1.01,-0.00407,-0.261,1.04
0.2,0.0038,-0.00346,-0.47,-0.0118,-1.69,1.49,-0.0114,-0.162,2.85
0.233,-0.013,-0.00228,-0.508,0.0462,0.232,1.05,-0.0148,-0.0661,1.86
0.267,-0.0301,-0.000381,-0.459,0.0546,2.02,0.554,-0.0158,-0.0343,0.815
0.3,-0.0436,0.00136,-0.364,0.0774,2.92,0.338,-0.0171,-0.0215,0.644
0.333,-0.0543,0.00478,-0.268,0.0868,3.2,-0.407,-0.0172,0.0126,0.861
0.367,-0.0615,0.00715,-0.15,0.0458,3.68,-1.28,-0.0163,0.0365,0.734
0.4,-0.0643,0.00783,-0.0212,-0.000269,3.87,-1.23,-0.0148,0.0597,0.759
0.433,-0.0629,0.00713,0.108,-0.036,3.69,-0.997,-0.0123,0.0881,0.808
0.467,-0.0571,0.00543,0.226,-0.066,3.27,-0.546,-0.00892,0.114,0.751
0.5,-0.0478,0.00274,0.326,-0.0753,2.95,0.0843,-0.00474,0.138,-0.132
0.533,-0.0354,0.00041,0.421,-0.0583,2.38,1.03,0.000263,0.112,-2.11
0.567,-0.0197,-0.00115,0.489,-0.0092,1.33,1.16,0.00273,-0.004,-2.66
0.6,-0.00278,-0.000204,0.508,0.0284,0.323,0.645,-3.89e-06,-0.0821,-1.34
0.633,0.0142,0.000743,0.508,0.0284,-1.71,-0.206,-0.00274,-0.0821,0.0694
0.667,0.0311,0.00169,0.409,0.0164,-3.66,0.224,-0.00548,-0.0781,0.231
0.7,0.0414,0.00184,0.245,0.0355,-4.45,0.574,-0.00795,-0.0666,0.459
0.733,0.0474,0.00406,0.117,0.0655,-3.65,-0.234,-0.00992,-0.0476,0.792
0.767,0.0492,0.0062,-0.000115,0.0213,-3.56,-1.33,-0.0111,-0.0146,1.19
0.8,0.0474,0.00548,-0.118,-0.0337,-3.64,-1.24,-0.0109,0.0324,1.55
0.833,0.0413,0.00396,-0.245,-0.0568,-4.01,-0.354,-0.00896,0.0887,0.597
0.867,0.0311,0.00169,-0.383,-0.0599,-3.37,-0.215,-0.00498,0.0825,-0.421
0.9,0.0158,-3.9e-05,-0.479,-0.0653,-1.84,0.775,-0.00346,0.0458,-0.629
0.933,-0.000836,-0.00266,-0.501,-0.0215,0.418,1.34,-0.00193,0.0458,0.0
0.967,-0.0175,-0.00147,-0.455,0.0416,2.03,1.23,-0.000404,0.0458,0.0
1.0,-0.0311,0.000113,-0.359,0.0534,3.21,0.0891,0.00112,0.0458,0.0
1.03,-0.0415,0.00209,-0.243,0.0498,2.55,-0.143,0.00265,0.0458,-0.498
1.07,-0.0473,0.00343,-0.177,0.0403,2.38,-0.784,0.00418,0.0167,-0.849
1.1,-0.0532,0.00478,-0.104,0.00411,2.68,-0.556,0.00376,-0.0182,-0.739
1.13,-0.0543,0.00371,0.0158,-0.0102,3.22,-0.506,0.00296,-0.0293,-0.315
1.17,-0.0522,0.00409,0.107,-0.0144,2.68,-0.469,0.00181,-0.0387,-0.455
1.2,-0.0472,0.00274,0.194,-0.0507,2.57,-0.699,0.000312,-0.0577,-0.138
1.23,-0.0393,0.000719,0.278,-0.0603,3.01,-0.233,-0.00214,-0.0551,0.22
1.27,-0.0286,-0.00128,0.39,-0.064,3.04,0.369,-0.00336,-0.0368,0.314
1.3,-0.0133,-0.00355,0.491,-0.0409,1.64,1.17,-0.00459,-0.0368,0.0
1.33,0.00412,-0.004,0.501,0.0177,-1.01,1.26,-0.00582,-0.0368,0.873
1.37,0.0201,-0.00237,0.421,0.0485,-3.16,0.504,-0.00704,0.0141,1.31
1.4,0.0322,-0.000767,0.288,0.0468,-3.94,-0.235,-0.00487,0.0651,0.873
1.43,0.0393,0.000754,0.154,0.0342,-3.88,-0.514,-0.0027,0.0651,0.0
1.47,0.0425,0.00151,0.032,0.0111,-3.49,-0.694,-0.000535,0.0651,0.0
1.5,0.0414,0.0015,-0.0812,-0.0121,-3.32,-0.681,0.00163,0.0651,0.0
1.53,0.0371,0.000709,-0.187,-0.0343,-3.21,-0.49,0.0038,0.0651,-2.11
1.57,0.029,-0.000792,-0.296,-0.046,-3.09,-0.0515,0.00597,-0.0577,-3.16
1.6,0.0173,-0.00236,-0.394,-0.0378,-2.34,0.769,-4.57e-05,-0.181,-2.01
1.63,0.00274,-0.00331,-0.454,0.00345,-0.898,0.901,-0.00606,-0.175,0.517
1.67,-0.013,-0.00213,-0.455,0.0308,1.41,0.902,-0.0117,-0.148,0.919
1.7,-0.0276,-0.00126,-0.364,0.0537,2.75,0.445,-0.0159,-0.11,1.07
1.73,-0.0372,0.00145,-0.257,0.0706,2.85,-0.23,-0.0191,-0.0774,1.05
1.77,-0.0447,0.00344,-0.182,0.0349,2.66,-0.549,-0.0211,-0.0405,1.4
1.8,-0.0493,0.00377,-0.0805,0.026,3.06,-0.463,-0.0218,0.0138,1.23
1.83,-0.0501,0.00518,0.0261,0.0159,2.99,-0.742,-0.0201,0.049,0.604
1.87,-0.0476,0.00484,0.118,-0.0303,2.77,-1.23,-0.0185,0.049,1.16
1.9,-0.0422,0.00316,0.209,-0.066,2.6,-0.738,-0.0169,0.117,3.02
1.93,-0.0336,0.000437,0.294,-0.0812,2.32,0.208,-0.0107,0.259,3.09
1.97,-0.0226,-0.00225,0.363,-0.0536,0.731,1.06,0.000406,0.334,1.28
2.0,-0.00939,-0.00314,0.353,-0.00579,-3.49,0.9,0.0115,0.334,-0.591
2.03,0.000936,-0.00264,0.138,0.00925,-5.15,0.209,0.0227,0.3,-1.96
2.07,-0.000176,-0.00252,-0.0334,0.00355,-2.94,-0.0978,0.0315,0.203,-3.34
2.1,-0.00129,-0.0024,-0.0334,0.00355,0.0,0.0,0.0362,0.0738,-3.92
2.13,-0.0024,-0.00228,-0.0334,0.00355,0.0,0.0,0.0364,-0.0594,-3.6
2.17,-0.00351,-0.00217,-0.0334,0.00355,0.0,0.0,0.0322,-0.169,-3.59
2.2,-0.00463,-0.00205,-0.0334,0.00355,0.0,0.0,0.0251,-0.291,-2.87
2.23,-0.00574,-0.00193,-0.0334,0.00355,0.0,0.0,0.0129,-0.376,-1.71
2.27,-0.00685,-0.00181,-0.0334,0.00355,0.386,-0.653,8.43e-05,-0.394,0.665
2.3,-0.00796,-0.00169,-0.0109,-0.0345,-0.364,-0.113,-0.0134,-0.343,2.12
2.33,-0.00758,-0.00411,-0.0433,-0.0221,-1.28,0.681,-0.0228,-0.24,2.62
2.37,-0.0109,-0.00317,-0.113,0.0304,-1.14,1.07,-0.0294,-0.17,3.41
2.4,-0.0151,-0.00208,-0.117,0.0411,0.266,0.186,-0.0341,-0.0257,3.44
2.43,-0.0187,-0.000425,-0.0922,0.0456,0.874,-0.137,-0.0311,0.0884,1.95
2.47,-0.0212,0.000958,-0.0589,0.0311,0.98,-0.697,-0.0282,0.0884,0.0
2.5,-0.0226,0.00165,-0.0256,-0.000209,1.24,-0.891,-0.0252,0.0884,0.0
2.53,-0.023,0.000944,0.0207,-0.0313,1.36,-0.626,-0.0223,0.0884,1.77
2.57,-0.0212,-0.000442,0.0695,-0.0419,1.17,-0.176,-0.0193,0.192,3.79
2.6,-0.0183,-0.00185,0.0974,-0.0418,0.741,0.131,-0.0095,0.361,2.97
2.63,-0.0147,-0.00323,0.118,-0.034,-0.014,0.602,0.00475,0.398,0.0592
2.67,-0.0104,-0.00411,0.102,-0.00296,-0.167,1.29,0.017,0.35,-2.43
2.7,-0.00795,-0.00342,0.0952,0.053,0.545,0.795,0.0281,0.247,-3.63
2.73,-0.0041,-0.000581,0.143,0.0596,0.882,-0.282,0.0335,0.096,-4.23
2.77,0.00161,0.000547,0.161,0.0237,-0.172,-0.725,0.0345,-0.0331,-3.76
2.8,0.00661,0.000999,0.128,0.0122,-1.11,-0.474,0.0313,-0.155,-3.35
2.83,0.0101,0.00136,0.0847,-0.00462,-1.56,-0.789,0.0242,-0.258,-2.34
2.87,0.0123,0.000691,0.0265,-0.0415,-2.58,-0.74,0.0141,-0.314,-0.918
2.9,0.0119,-0.00141,-0.0842,-0.0585,-3.29,-0.00203,0.00326,-0.317,1.02
2.93,0.00664,-0.00321,-0.202,-0.0394,-3.31,0.794,-0.00707,-0.251,2.66
2.97,-0.00157,-0.00403,-0.299,-0.00486,-2.21,0.955,-0.0134,-0.132,2.97
3.0,-0.0133,-0.00353,-0.358,0.0262,-0.315,0.645,-0.0159,-0.0479,1.92
3.03,-0.0254,-0.00229,-0.32,0.0383,1.73,0.217,-0.0166,-0.00734,1.07
3.07,-0.0347,-0.000977,-0.235,0.0393,2.65,0.303,-0.0164,0.0219,0.832
3.1,-0.0411,0.000336,-0.144,0.056,2.7,-0.196,-0.0152,0.0484,0.784
3.13,-0.0443,0.00276,-0.0533,0.0362,2.74,-0.825,-0.0132,0.0737,0.815
3.17,-0.0447,0.00275,0.0369,-0.0103,2.61,-1.05,-0.0103,0.103,0.695
3.2,-0.0418,0.00207,0.123,-0.0302,2.52,-0.506,-0.00632,0.122,-0.942
3.23,-0.0365,0.000738,0.203,-0.0448,2.95,-0.186,-0.00213,0.0496,-1.9
3.27,-0.0283,-0.000911,0.316,-0.0434,3.07,0.357,-0.00302,-0.0268,-1.31
3.3,-0.0155,-0.00215,0.417,-0.0209,1.82,0.524,-0.00391,-0.0268,0.0
3.33,-0.00051,-0.0023,0.438,-0.0046,-0.376,0.727,-0.0048,-0.0268,0.0
3.37,0.0137,-0.00246,0.39,0.0215,-2.54,0.742,-0.00569,-0.0268,0.0
3.4,0.0255,-0.000873,0.271,0.0518,-3.98,-0.0999,-0.00658,-0.0268,0.0
3.43,0.0318,0.000991,0.117,0.0177,-4.38,-0.839,-0.00748,-0.0268,0.0
3.47,0.0333,0.000307,-0.0209,-0.0163,-4.09,-0.833,-0.00837,-0.0268,2.0
3.5,0.0304,-9.35e-05,-0.154,-0.0287,-4.09,-0.289,-0.00926,0.0899,3.0
3.53,0.023,-0.00161,-0.293,-0.0415,-2.96,0.0928,-0.00238,0.206,0.364
3.57,0.0108,-0.00286,-0.363,-0.0213,-1.12,0.853,0.0045,0.111,-2.71
3.6,-0.00119,-0.00303,-0.358,0.0164,0.445,0.654,0.00503,0.000706,-1.85
3.63,-0.013,-0.00177,-0.335,0.0276,1.31,0.291,0.00455,-0.0042,-0.493
3.67,-0.0235,-0.00119,-0.272,0.0282,2.05,-0.0666,0.00475,-0.023,-0.566
3.7,-0.0311,0.000111,-0.193,0.0292,2.24,-0.0594,0.00302,-0.0517,-0.549
3.73,-0.0364,0.000753,-0.124,0.0198,2.07,-0.331,0.0013,-0.0549,-0.151
3.77,-0.0394,0.00143,-0.0547,0.0101,2.12,-0.34,-0.000642,-0.0622,-0.17
3.8,-0.0401,0.00143,0.0165,-0.00518,2.26,-0.384,-0.00284,-0.0667,0.0546
3.83,-0.0383,0.00108,0.0959,-0.0149,2.67,-0.559,-0.00509,-0.0593,0.656
3.87,-0.0337,0.000436,0.193,-0.0401,3.59,-0.679,-0.0068,-0.0244,0.828
3.9,-0.0254,-0.00159,0.333,-0.0648,3.29,0.095,-0.00672,0.00241,0.46
3.93,-0.0115,-0.00388,0.427,-0.0365,1.44,1.03,-0.00664,0.00241,0.0
3.97,0.00305,-0.00402,0.422,0.0114,-1.25,1.49,-0.00656,0.00241,0.0
4.0,0.0166,-0.00312,0.347,0.058,-3.25,0.316,-0.00648,0.00241,0.0
4.03,0.0262,-0.000154,0.202,0.0453,-4.31,-0.336,-0.0064,0.00241,0.0
4.07,0.0301,-9.61e-05,0.0528,0.0166,-4.03,-1.1,-0.00632,0.00241,0.0
4.1,0.0297,0.000955,-0.0651,-0.0117,-4.01,-0.878,-0.00624,0.00241,0.0
4.13,0.0257,-0.000873,-0.207,-0.0562,-3.96,-0.511,-0.00616,0.00241,-0.329
4.17,0.0158,-0.00279,-0.341,-0.0421,-2.93,0.653,-0.00608,-0.0168,0.505
4.2,0.00304,-0.00368,-0.4,-0.0104,-1.08,1.04,-0.00727,0.0223,0.984
4.23,-0.0108,-0.00348,-0.412,0.0265,1.42,0.836,-0.00459,0.0698,0.78
4.27,-0.0244,-0.00192,-0.315,0.0486,3.43,0.219,-0.00262,0.0624,-0.215
4.3,-0.0318,-0.000241,-0.165,0.04,3.8,-0.49,-0.000431,0.0589,-0.251
4.33,-0.0354,0.000752,-0.0648,0.015,2.75,-0.563,0.0013,0.0443,-0.249
4.37,-0.0361,0.000756,0.0166,-0.000218,2.35,-0.423,0.00252,0.0405,-0.412
4.4,-0.0343,0.000738,0.0912,-0.00991,2.15,-0.416,0.00401,0.0222,-1.39
4.43,-0.0301,9.57e-05,0.16,-0.0291,2.28,-0.228,0.00401,-0.0515,-2.72
4.47,-0.0236,-0.0012,0.24,-0.0281,2.16,-0.334,0.000572,-0.162,-0.8
4.5,-0.014,-0.00178,0.31,-0.0432,1.08,0.157,-0.0068,-0.128,1.39
4.53,-0.00296,-0.00408,0.315,-0.0319,0.129,0.69,-0.00794,-0.0342,1.6
4.57,0.00695,-0.00391,0.309,0.0156,-0.829,0.894,-0.00908,-0.0342,1.93
4.6,0.0176,-0.00304,0.272,0.0254,-2.42,0.21,-0.0102,0.0784,2.78
4.63,0.0251,-0.00222,0.144,0.0276,-4.52,-0.0311,-0.00386,0.184,0.741
4.67,0.0272,-0.0012,-0.0317,0.025,-5.13,-0.749,0.00205,0.118,-2.15
4.7,0.023,-0.000551,-0.203,-0.0188,-4.21,-0.634,0.00402,0.0293,-3.03
4.73,0.0137,-0.00246,-0.316,-0.0312,-2.32,-0.0789,0.004,-0.0736,-2.65
4.77,0.00193,-0.00263,-0.356,-0.0104,-0.65,0.503,-0.000892,-0.162,-1.39
4.8,-0.0101,-0.00315,-0.356,-0.00444,1.5,0.295,-0.00679,-0.162,0.491
4.83,-0.0218,-0.00292,-0.267,0.0124,3.43,0.268,-0.0117,-0.126,1.27
4.87,-0.0279,-0.00232,-0.114,0.014,3.98,-0.153,-0.0152,-0.0775,1.5
4.9,-0.0294,-0.00199,-0.000353,0.00149,3.13,-0.238,-0.0169,-0.0254,2.25
4.93,-0.0279,-0.00222,0.0912,-0.00412,2.55,-0.222,-0.0169,0.0664,3.21
4.97,-0.0233,-0.00226,0.172,-0.00997,2.0,-0.164,-0.0125,0.195,3.19
5.0,-0.0164,-0.00289,0.225,-0.0181,0.364,0.123,-0.00386,0.284,1.75
5.03,-0.00832,-0.00347,0.203,-0.00246,-1.58,0.658,0.00646,0.31,0.122
